signal_type,company,date,metric_name,metric_value,dimension_1,dimension_2,dimension_3,text_signal,confidence_score,source,strategic_implication
HIRING,Mistral AI,2024-12-26,job_postings,9.0,Sales Engineer,SF,,Hiring Sales Engineers — signals go-to-market build,0.72,LinkedIn Jobs API,Developer ecosystem growth
HIRING,Mistral AI,2024-12-26,job_postings,18.0,Product Manager,Paris,,Hiring Product Managers — signals enterprise push,0.8,LinkedIn Jobs API,Model capability expansion
HIRING,Mistral AI,2024-12-26,job_postings,13.0,Data Engineer,Paris,,Hiring Data Engineers — signals infra scaling,0.75,LinkedIn Jobs API,Developer ecosystem growth
HIRING,Mistral AI,2024-12-26,job_postings,27.0,Security Engineer,Paris,,Hiring Security Engineers — signals infra scaling,0.73,LinkedIn Jobs API,Geographic expansion
HIRING,Mistral AI,2024-12-26,job_postings,8.0,Infrastructure Eng,Zurich,,Hiring Infrastructure Engs — signals AI research,0.73,LinkedIn Jobs API,Geographic expansion
HIRING,Mistral AI,2025-01-25,job_postings,8.0,ML Engineer,London,,Hiring ML Engineers — signals go-to-market build,0.71,LinkedIn Jobs API,Security/compliance investment
HIRING,Mistral AI,2025-01-25,job_postings,37.0,Research Scientist,SF,,Hiring Research Scientists — signals go-to-market build,0.69,LinkedIn Jobs API,Research capability deepening
HIRING,Mistral AI,2025-01-25,job_postings,15.0,Enterprise AE,SF,,Hiring Enterprise AEs — signals product expansion,0.87,LinkedIn Jobs API,Research capability deepening
HIRING,Mistral AI,2025-01-25,job_postings,14.0,Product Manager,NYC,,Hiring Product Managers — signals product expansion,0.82,LinkedIn Jobs API,Research capability deepening
HIRING,Mistral AI,2025-01-25,job_postings,27.0,Data Engineer,Remote,,Hiring Data Engineers — signals infra scaling,0.71,LinkedIn Jobs API,Model capability expansion
HIRING,Mistral AI,2025-01-25,job_postings,8.0,Infrastructure Eng,NYC,,Hiring Infrastructure Engs — signals infra scaling,0.94,LinkedIn Jobs API,Developer ecosystem growth
HIRING,Mistral AI,2025-02-24,job_postings,44.0,ML Engineer,NYC,,Hiring ML Engineers — signals AI research,0.85,LinkedIn Jobs API,Research capability deepening
HIRING,Mistral AI,2025-02-24,job_postings,13.0,Sales Engineer,Zurich,,Hiring Sales Engineers — signals enterprise push,0.8,LinkedIn Jobs API,Security/compliance investment
HIRING,Mistral AI,2025-02-24,job_postings,17.0,Enterprise AE,Remote,,Hiring Enterprise AEs — signals AI research,0.79,LinkedIn Jobs API,Enterprise GTM acceleration
HIRING,Mistral AI,2025-02-24,job_postings,4.0,Product Manager,Zurich,,Hiring Product Managers — signals AI research,0.81,LinkedIn Jobs API,Model capability expansion
HIRING,Mistral AI,2025-02-24,job_postings,19.0,DevRel,SF,,Hiring DevRels — signals infra scaling,0.73,LinkedIn Jobs API,Developer ecosystem growth
HIRING,Mistral AI,2025-02-24,job_postings,31.0,Applied Scientist,Paris,,Hiring Applied Scientists — signals product expansion,0.83,LinkedIn Jobs API,Security/compliance investment
HIRING,Mistral AI,2025-03-26,job_postings,31.0,ML Engineer,London,,Hiring ML Engineers — signals infra scaling,0.7,LinkedIn Jobs API,Model capability expansion
HIRING,Mistral AI,2025-03-26,job_postings,9.0,Research Scientist,Remote,,Hiring Research Scientists — signals enterprise push,0.84,LinkedIn Jobs API,Developer ecosystem growth
HIRING,Mistral AI,2025-03-26,job_postings,33.0,Enterprise AE,Zurich,,Hiring Enterprise AEs — signals enterprise push,0.68,LinkedIn Jobs API,Research capability deepening
HIRING,Mistral AI,2025-03-26,job_postings,17.0,Product Manager,Zurich,,Hiring Product Managers — signals product expansion,0.73,LinkedIn Jobs API,Research capability deepening
HIRING,Mistral AI,2025-03-26,job_postings,20.0,DevRel,Zurich,,Hiring DevRels — signals AI research,0.66,LinkedIn Jobs API,Geographic expansion
HIRING,Mistral AI,2025-03-26,job_postings,7.0,Applied Scientist,SF,,Hiring Applied Scientists — signals infra scaling,0.73,LinkedIn Jobs API,Model capability expansion
HIRING,Mistral AI,2025-03-26,job_postings,43.0,Data Engineer,Paris,,Hiring Data Engineers — signals go-to-market build,0.82,LinkedIn Jobs API,Geographic expansion
HIRING,Mistral AI,2025-03-26,job_postings,41.0,Security Engineer,London,,Hiring Security Engineers — signals go-to-market build,0.65,LinkedIn Jobs API,Enterprise GTM acceleration
HIRING,Mistral AI,2025-04-25,job_postings,36.0,ML Engineer,London,,Hiring ML Engineers — signals go-to-market build,0.75,LinkedIn Jobs API,Developer ecosystem growth
HIRING,Mistral AI,2025-04-25,job_postings,17.0,Product Manager,Zurich,,Hiring Product Managers — signals infra scaling,0.83,LinkedIn Jobs API,Research capability deepening
HIRING,Mistral AI,2025-04-25,job_postings,39.0,DevRel,Paris,,Hiring DevRels — signals go-to-market build,0.76,LinkedIn Jobs API,Developer ecosystem growth
HIRING,Mistral AI,2025-04-25,job_postings,13.0,Applied Scientist,SF,,Hiring Applied Scientists — signals infra scaling,0.66,LinkedIn Jobs API,Security/compliance investment
HIRING,Mistral AI,2025-04-25,job_postings,16.0,Data Engineer,Paris,,Hiring Data Engineers — signals infra scaling,0.8,LinkedIn Jobs API,Developer ecosystem growth
HIRING,Mistral AI,2025-04-25,job_postings,2.0,Security Engineer,Zurich,,Hiring Security Engineers — signals product expansion,0.68,LinkedIn Jobs API,Model capability expansion
HIRING,Mistral AI,2025-05-25,job_postings,14.0,ML Engineer,London,,Hiring ML Engineers — signals AI research,0.81,LinkedIn Jobs API,Research capability deepening
HIRING,Mistral AI,2025-05-25,job_postings,36.0,Sales Engineer,London,,Hiring Sales Engineers — signals enterprise push,0.72,LinkedIn Jobs API,Model capability expansion
HIRING,Mistral AI,2025-05-25,job_postings,27.0,Applied Scientist,Remote,,Hiring Applied Scientists — signals infra scaling,0.84,LinkedIn Jobs API,Developer ecosystem growth
HIRING,Mistral AI,2025-05-25,job_postings,6.0,Data Engineer,NYC,,Hiring Data Engineers — signals enterprise push,0.83,LinkedIn Jobs API,Enterprise GTM acceleration
HIRING,Mistral AI,2025-05-25,job_postings,39.0,Security Engineer,Paris,,Hiring Security Engineers — signals enterprise push,0.66,LinkedIn Jobs API,Research capability deepening
HIRING,Mistral AI,2025-06-24,job_postings,1.0,Research Scientist,London,,Hiring Research Scientists — signals enterprise push,0.89,LinkedIn Jobs API,Security/compliance investment
HIRING,Mistral AI,2025-06-24,job_postings,15.0,Enterprise AE,Paris,,Hiring Enterprise AEs — signals infra scaling,0.65,LinkedIn Jobs API,Research capability deepening
HIRING,Mistral AI,2025-06-24,job_postings,29.0,DevRel,Paris,,Hiring DevRels — signals enterprise push,0.66,LinkedIn Jobs API,Enterprise GTM acceleration
HIRING,Mistral AI,2025-06-24,job_postings,37.0,Applied Scientist,Remote,,Hiring Applied Scientists — signals infra scaling,0.71,LinkedIn Jobs API,Model capability expansion
HIRING,Mistral AI,2025-07-24,job_postings,13.0,ML Engineer,SF,,Hiring ML Engineers — signals infra scaling,0.79,LinkedIn Jobs API,Research capability deepening
HIRING,Mistral AI,2025-07-24,job_postings,40.0,Research Scientist,SF,,Hiring Research Scientists — signals product expansion,0.69,LinkedIn Jobs API,Research capability deepening
HIRING,Mistral AI,2025-07-24,job_postings,20.0,Enterprise AE,Zurich,,Hiring Enterprise AEs — signals AI research,0.7,LinkedIn Jobs API,Enterprise GTM acceleration
HIRING,Mistral AI,2025-07-24,job_postings,11.0,Product Manager,London,,Hiring Product Managers — signals AI research,0.65,LinkedIn Jobs API,Security/compliance investment
HIRING,Mistral AI,2025-07-24,job_postings,27.0,Data Engineer,Remote,,Hiring Data Engineers — signals product expansion,0.88,LinkedIn Jobs API,Model capability expansion
HIRING,Mistral AI,2025-07-24,job_postings,28.0,Infrastructure Eng,SF,,Hiring Infrastructure Engs — signals enterprise push,0.73,LinkedIn Jobs API,Geographic expansion
HIRING,Mistral AI,2025-08-23,job_postings,44.0,ML Engineer,Paris,,Hiring ML Engineers — signals go-to-market build,0.92,LinkedIn Jobs API,Geographic expansion
HIRING,Mistral AI,2025-08-23,job_postings,29.0,Research Scientist,SF,,Hiring Research Scientists — signals go-to-market build,0.81,LinkedIn Jobs API,Geographic expansion
HIRING,Mistral AI,2025-08-23,job_postings,12.0,Enterprise AE,Paris,,Hiring Enterprise AEs — signals AI research,0.73,LinkedIn Jobs API,Security/compliance investment
HIRING,Mistral AI,2025-08-23,job_postings,2.0,Product Manager,SF,,Hiring Product Managers — signals AI research,0.74,LinkedIn Jobs API,Geographic expansion
HIRING,Mistral AI,2025-08-23,job_postings,6.0,DevRel,Paris,,Hiring DevRels — signals product expansion,0.89,LinkedIn Jobs API,Model capability expansion
HIRING,Mistral AI,2025-08-23,job_postings,15.0,Applied Scientist,Zurich,,Hiring Applied Scientists — signals go-to-market build,0.93,LinkedIn Jobs API,Enterprise GTM acceleration
HIRING,Mistral AI,2025-08-23,job_postings,26.0,Data Engineer,Zurich,,Hiring Data Engineers — signals go-to-market build,0.86,LinkedIn Jobs API,Model capability expansion
HIRING,Mistral AI,2025-09-22,job_postings,9.0,ML Engineer,SF,,Hiring ML Engineers — signals product expansion,0.8,LinkedIn Jobs API,Geographic expansion
HIRING,Mistral AI,2025-09-22,job_postings,5.0,Research Scientist,SF,,Hiring Research Scientists — signals go-to-market build,0.82,LinkedIn Jobs API,Security/compliance investment
HIRING,Mistral AI,2025-09-22,job_postings,6.0,Sales Engineer,NYC,,Hiring Sales Engineers — signals infra scaling,0.75,LinkedIn Jobs API,Model capability expansion
HIRING,Mistral AI,2025-09-22,job_postings,3.0,Enterprise AE,London,,Hiring Enterprise AEs — signals AI research,0.91,LinkedIn Jobs API,Model capability expansion
HIRING,Mistral AI,2025-09-22,job_postings,45.0,DevRel,Zurich,,Hiring DevRels — signals product expansion,0.81,LinkedIn Jobs API,Geographic expansion
HIRING,Mistral AI,2025-09-22,job_postings,28.0,Applied Scientist,Zurich,,Hiring Applied Scientists — signals go-to-market build,0.67,LinkedIn Jobs API,Security/compliance investment
HIRING,Mistral AI,2025-09-22,job_postings,44.0,Data Engineer,NYC,,Hiring Data Engineers — signals infra scaling,0.66,LinkedIn Jobs API,Enterprise GTM acceleration
HIRING,Mistral AI,2025-09-22,job_postings,43.0,Security Engineer,Zurich,,Hiring Security Engineers — signals product expansion,0.91,LinkedIn Jobs API,Research capability deepening
HIRING,Mistral AI,2025-10-22,job_postings,41.0,Research Scientist,Paris,,Hiring Research Scientists — signals product expansion,0.67,LinkedIn Jobs API,Model capability expansion
HIRING,Mistral AI,2025-10-22,job_postings,7.0,Sales Engineer,London,,Hiring Sales Engineers — signals go-to-market build,0.84,LinkedIn Jobs API,Enterprise GTM acceleration
HIRING,Mistral AI,2025-10-22,job_postings,39.0,Enterprise AE,Remote,,Hiring Enterprise AEs — signals enterprise push,0.95,LinkedIn Jobs API,Security/compliance investment
HIRING,Mistral AI,2025-10-22,job_postings,8.0,Product Manager,Paris,,Hiring Product Managers — signals infra scaling,0.88,LinkedIn Jobs API,Security/compliance investment
HIRING,Mistral AI,2025-10-22,job_postings,10.0,Applied Scientist,Paris,,Hiring Applied Scientists — signals go-to-market build,0.81,LinkedIn Jobs API,Security/compliance investment
HIRING,Mistral AI,2025-10-22,job_postings,5.0,Data Engineer,SF,,Hiring Data Engineers — signals enterprise push,0.9,LinkedIn Jobs API,Security/compliance investment
HIRING,Mistral AI,2025-10-22,job_postings,3.0,Security Engineer,NYC,,Hiring Security Engineers — signals AI research,0.79,LinkedIn Jobs API,Geographic expansion
HIRING,Mistral AI,2025-10-22,job_postings,2.0,Infrastructure Eng,Remote,,Hiring Infrastructure Engs — signals go-to-market build,0.66,LinkedIn Jobs API,Research capability deepening
HIRING,Mistral AI,2025-11-21,job_postings,34.0,Product Manager,NYC,,Hiring Product Managers — signals go-to-market build,0.69,LinkedIn Jobs API,Developer ecosystem growth
HIRING,Mistral AI,2025-11-21,job_postings,16.0,DevRel,London,,Hiring DevRels — signals enterprise push,0.89,LinkedIn Jobs API,Geographic expansion
HIRING,Mistral AI,2025-11-21,job_postings,24.0,Security Engineer,NYC,,Hiring Security Engineers — signals enterprise push,0.89,LinkedIn Jobs API,Developer ecosystem growth
HIRING,Mistral AI,2025-11-21,job_postings,36.0,Infrastructure Eng,Zurich,,Hiring Infrastructure Engs — signals product expansion,0.84,LinkedIn Jobs API,Enterprise GTM acceleration
HIRING,Cohere,2024-01-01,job_postings,16.0,ML Engineer,London,,Hiring ML Engineers — signals go-to-market build,0.91,LinkedIn Jobs API,Geographic expansion
HIRING,Cohere,2024-01-01,job_postings,23.0,Research Scientist,Remote,,Hiring Research Scientists — signals go-to-market build,0.88,LinkedIn Jobs API,Geographic expansion
HIRING,Cohere,2024-01-01,job_postings,34.0,Data Engineer,Remote,,Hiring Data Engineers — signals go-to-market build,0.92,LinkedIn Jobs API,Research capability deepening
HIRING,Cohere,2024-01-01,job_postings,17.0,Infrastructure Eng,Zurich,,Hiring Infrastructure Engs — signals enterprise push,0.81,LinkedIn Jobs API,Developer ecosystem growth
HIRING,Cohere,2024-01-31,job_postings,16.0,ML Engineer,Paris,,Hiring ML Engineers — signals enterprise push,0.76,LinkedIn Jobs API,Model capability expansion
HIRING,Cohere,2024-01-31,job_postings,5.0,Research Scientist,London,,Hiring Research Scientists — signals infra scaling,0.72,LinkedIn Jobs API,Research capability deepening
HIRING,Cohere,2024-01-31,job_postings,40.0,Enterprise AE,Zurich,,Hiring Enterprise AEs — signals infra scaling,0.87,LinkedIn Jobs API,Geographic expansion
HIRING,Cohere,2024-01-31,job_postings,43.0,Product Manager,Zurich,,Hiring Product Managers — signals infra scaling,0.77,LinkedIn Jobs API,Model capability expansion
HIRING,Cohere,2024-01-31,job_postings,9.0,Applied Scientist,NYC,,Hiring Applied Scientists — signals go-to-market build,0.78,LinkedIn Jobs API,Enterprise GTM acceleration
HIRING,Cohere,2024-01-31,job_postings,6.0,Security Engineer,London,,Hiring Security Engineers — signals product expansion,0.9,LinkedIn Jobs API,Security/compliance investment
HIRING,Cohere,2024-01-31,job_postings,41.0,Infrastructure Eng,London,,Hiring Infrastructure Engs — signals enterprise push,0.76,LinkedIn Jobs API,Security/compliance investment
HIRING,Cohere,2024-03-01,job_postings,3.0,ML Engineer,SF,,Hiring ML Engineers — signals AI research,0.89,LinkedIn Jobs API,Research capability deepening
HIRING,Cohere,2024-03-01,job_postings,22.0,Research Scientist,Paris,,Hiring Research Scientists — signals enterprise push,0.74,LinkedIn Jobs API,Research capability deepening
HIRING,Cohere,2024-03-01,job_postings,27.0,Product Manager,NYC,,Hiring Product Managers — signals infra scaling,0.8,LinkedIn Jobs API,Geographic expansion
HIRING,Cohere,2024-03-01,job_postings,2.0,DevRel,SF,,Hiring DevRels — signals product expansion,0.76,LinkedIn Jobs API,Geographic expansion
HIRING,Cohere,2024-03-01,job_postings,34.0,Applied Scientist,SF,,Hiring Applied Scientists — signals infra scaling,0.75,LinkedIn Jobs API,Model capability expansion
HIRING,Cohere,2024-03-01,job_postings,45.0,Data Engineer,Remote,,Hiring Data Engineers — signals infra scaling,0.66,LinkedIn Jobs API,Research capability deepening
HIRING,Cohere,2024-03-01,job_postings,19.0,Security Engineer,SF,,Hiring Security Engineers — signals enterprise push,0.92,LinkedIn Jobs API,Model capability expansion
HIRING,Cohere,2024-03-01,job_postings,23.0,Infrastructure Eng,SF,,Hiring Infrastructure Engs — signals go-to-market build,0.73,LinkedIn Jobs API,Security/compliance investment
HIRING,Cohere,2024-03-31,job_postings,8.0,ML Engineer,London,,Hiring ML Engineers — signals enterprise push,0.89,LinkedIn Jobs API,Enterprise GTM acceleration
HIRING,Cohere,2024-03-31,job_postings,30.0,Sales Engineer,Paris,,Hiring Sales Engineers — signals AI research,0.87,LinkedIn Jobs API,Enterprise GTM acceleration
HIRING,Cohere,2024-03-31,job_postings,39.0,Enterprise AE,SF,,Hiring Enterprise AEs — signals enterprise push,0.83,LinkedIn Jobs API,Research capability deepening
HIRING,Cohere,2024-03-31,job_postings,32.0,Product Manager,SF,,Hiring Product Managers — signals enterprise push,0.77,LinkedIn Jobs API,Security/compliance investment
HIRING,Cohere,2024-03-31,job_postings,3.0,DevRel,London,,Hiring DevRels — signals product expansion,0.87,LinkedIn Jobs API,Enterprise GTM acceleration
HIRING,Cohere,2024-03-31,job_postings,40.0,Applied Scientist,Paris,,Hiring Applied Scientists — signals AI research,0.88,LinkedIn Jobs API,Security/compliance investment
HIRING,Cohere,2024-03-31,job_postings,7.0,Data Engineer,London,,Hiring Data Engineers — signals go-to-market build,0.91,LinkedIn Jobs API,Geographic expansion
HIRING,Cohere,2024-03-31,job_postings,34.0,Security Engineer,Remote,,Hiring Security Engineers — signals product expansion,0.92,LinkedIn Jobs API,Model capability expansion
HIRING,Cohere,2024-03-31,job_postings,2.0,Infrastructure Eng,Paris,,Hiring Infrastructure Engs — signals product expansion,0.75,LinkedIn Jobs API,Developer ecosystem growth
HIRING,Cohere,2024-04-30,job_postings,1.0,Sales Engineer,SF,,Hiring Sales Engineers — signals AI research,0.75,LinkedIn Jobs API,Research capability deepening
HIRING,Cohere,2024-04-30,job_postings,17.0,Enterprise AE,Zurich,,Hiring Enterprise AEs — signals infra scaling,0.9,LinkedIn Jobs API,Geographic expansion
HIRING,Cohere,2024-04-30,job_postings,27.0,DevRel,Remote,,Hiring DevRels — signals go-to-market build,0.85,LinkedIn Jobs API,Developer ecosystem growth
HIRING,Cohere,2024-04-30,job_postings,23.0,Applied Scientist,SF,,Hiring Applied Scientists — signals product expansion,0.67,LinkedIn Jobs API,Geographic expansion
HIRING,Cohere,2024-04-30,job_postings,37.0,Infrastructure Eng,NYC,,Hiring Infrastructure Engs — signals product expansion,0.81,LinkedIn Jobs API,Model capability expansion
HIRING,Cohere,2024-05-30,job_postings,22.0,Research Scientist,Remote,,Hiring Research Scientists — signals go-to-market build,0.69,LinkedIn Jobs API,Developer ecosystem growth
HIRING,Cohere,2024-05-30,job_postings,11.0,Enterprise AE,SF,,Hiring Enterprise AEs — signals go-to-market build,0.83,LinkedIn Jobs API,Model capability expansion
HIRING,Cohere,2024-05-30,job_postings,22.0,DevRel,NYC,,Hiring DevRels — signals AI research,0.67,LinkedIn Jobs API,Security/compliance investment
HIRING,Cohere,2024-05-30,job_postings,45.0,Applied Scientist,Zurich,,Hiring Applied Scientists — signals infra scaling,0.69,LinkedIn Jobs API,Geographic expansion
HIRING,Cohere,2024-05-30,job_postings,3.0,Data Engineer,NYC,,Hiring Data Engineers — signals product expansion,0.88,LinkedIn Jobs API,Security/compliance investment
HIRING,Cohere,2024-05-30,job_postings,28.0,Infrastructure Eng,London,,Hiring Infrastructure Engs — signals product expansion,0.81,LinkedIn Jobs API,Enterprise GTM acceleration
HIRING,Cohere,2024-06-29,job_postings,2.0,Sales Engineer,Remote,,Hiring Sales Engineers — signals enterprise push,0.91,LinkedIn Jobs API,Enterprise GTM acceleration
HIRING,Cohere,2024-06-29,job_postings,14.0,Enterprise AE,NYC,,Hiring Enterprise AEs — signals AI research,0.77,LinkedIn Jobs API,Geographic expansion
HIRING,Cohere,2024-06-29,job_postings,2.0,DevRel,London,,Hiring DevRels — signals enterprise push,0.86,LinkedIn Jobs API,Enterprise GTM acceleration
HIRING,Cohere,2024-06-29,job_postings,7.0,Data Engineer,SF,,Hiring Data Engineers — signals enterprise push,0.73,LinkedIn Jobs API,Security/compliance investment
HIRING,Cohere,2024-06-29,job_postings,28.0,Security Engineer,Paris,,Hiring Security Engineers — signals go-to-market build,0.71,LinkedIn Jobs API,Geographic expansion
HIRING,Cohere,2024-07-29,job_postings,32.0,ML Engineer,London,,Hiring ML Engineers — signals go-to-market build,0.84,LinkedIn Jobs API,Model capability expansion
HIRING,Cohere,2024-07-29,job_postings,34.0,Research Scientist,NYC,,Hiring Research Scientists — signals infra scaling,0.87,LinkedIn Jobs API,Enterprise GTM acceleration
HIRING,Cohere,2024-07-29,job_postings,34.0,Product Manager,London,,Hiring Product Managers — signals enterprise push,0.75,LinkedIn Jobs API,Model capability expansion
HIRING,Cohere,2024-07-29,job_postings,43.0,DevRel,Paris,,Hiring DevRels — signals go-to-market build,0.69,LinkedIn Jobs API,Enterprise GTM acceleration
HIRING,Cohere,2024-07-29,job_postings,40.0,Data Engineer,Zurich,,Hiring Data Engineers — signals product expansion,0.67,LinkedIn Jobs API,Research capability deepening
HIRING,Cohere,2024-07-29,job_postings,45.0,Security Engineer,Zurich,,Hiring Security Engineers — signals product expansion,0.83,LinkedIn Jobs API,Enterprise GTM acceleration
HIRING,Cohere,2024-07-29,job_postings,37.0,Infrastructure Eng,Paris,,Hiring Infrastructure Engs — signals product expansion,0.89,LinkedIn Jobs API,Security/compliance investment
HIRING,Cohere,2024-08-28,job_postings,2.0,ML Engineer,Zurich,,Hiring ML Engineers — signals AI research,0.95,LinkedIn Jobs API,Geographic expansion
HIRING,Cohere,2024-08-28,job_postings,26.0,Research Scientist,Paris,,Hiring Research Scientists — signals go-to-market build,0.84,LinkedIn Jobs API,Research capability deepening
HIRING,Cohere,2024-08-28,job_postings,40.0,Sales Engineer,Paris,,Hiring Sales Engineers — signals AI research,0.91,LinkedIn Jobs API,Research capability deepening
HIRING,Cohere,2024-08-28,job_postings,39.0,Product Manager,Paris,,Hiring Product Managers — signals AI research,0.68,LinkedIn Jobs API,Geographic expansion
HIRING,Cohere,2024-08-28,job_postings,24.0,Applied Scientist,Paris,,Hiring Applied Scientists — signals AI research,0.84,LinkedIn Jobs API,Geographic expansion
HIRING,Cohere,2024-09-27,job_postings,20.0,Research Scientist,Paris,,Hiring Research Scientists — signals go-to-market build,0.89,LinkedIn Jobs API,Model capability expansion
HIRING,Cohere,2024-09-27,job_postings,13.0,Sales Engineer,Remote,,Hiring Sales Engineers — signals enterprise push,0.9,LinkedIn Jobs API,Model capability expansion
HIRING,Cohere,2024-09-27,job_postings,26.0,DevRel,Paris,,Hiring DevRels — signals go-to-market build,0.94,LinkedIn Jobs API,Enterprise GTM acceleration
HIRING,Cohere,2024-09-27,job_postings,45.0,Applied Scientist,Remote,,Hiring Applied Scientists — signals go-to-market build,0.79,LinkedIn Jobs API,Developer ecosystem growth
HIRING,Cohere,2024-09-27,job_postings,30.0,Data Engineer,London,,Hiring Data Engineers — signals product expansion,0.84,LinkedIn Jobs API,Model capability expansion
HIRING,Cohere,2024-09-27,job_postings,20.0,Security Engineer,Paris,,Hiring Security Engineers — signals enterprise push,0.81,LinkedIn Jobs API,Model capability expansion
HIRING,Cohere,2024-10-27,job_postings,24.0,ML Engineer,Zurich,,Hiring ML Engineers — signals enterprise push,0.92,LinkedIn Jobs API,Geographic expansion
HIRING,Cohere,2024-10-27,job_postings,2.0,Sales Engineer,NYC,,Hiring Sales Engineers — signals product expansion,0.92,LinkedIn Jobs API,Developer ecosystem growth
HIRING,Cohere,2024-10-27,job_postings,8.0,Enterprise AE,SF,,Hiring Enterprise AEs — signals go-to-market build,0.83,LinkedIn Jobs API,Security/compliance investment
HIRING,Cohere,2024-10-27,job_postings,10.0,DevRel,London,,Hiring DevRels — signals go-to-market build,0.88,LinkedIn Jobs API,Geographic expansion
HIRING,Cohere,2024-10-27,job_postings,28.0,Applied Scientist,Zurich,,Hiring Applied Scientists — signals infra scaling,0.68,LinkedIn Jobs API,Geographic expansion
HIRING,Cohere,2024-10-27,job_postings,25.0,Data Engineer,NYC,,Hiring Data Engineers — signals AI research,0.84,LinkedIn Jobs API,Model capability expansion
HIRING,Cohere,2024-10-27,job_postings,28.0,Infrastructure Eng,Remote,,Hiring Infrastructure Engs — signals enterprise push,0.88,LinkedIn Jobs API,Geographic expansion
HIRING,Cohere,2024-11-26,job_postings,8.0,Sales Engineer,NYC,,Hiring Sales Engineers — signals enterprise push,0.88,LinkedIn Jobs API,Developer ecosystem growth
HIRING,Cohere,2024-11-26,job_postings,16.0,Enterprise AE,Paris,,Hiring Enterprise AEs — signals infra scaling,0.9,LinkedIn Jobs API,Security/compliance investment
HIRING,Cohere,2024-11-26,job_postings,3.0,Product Manager,Remote,,Hiring Product Managers — signals enterprise push,0.79,LinkedIn Jobs API,Model capability expansion
HIRING,Cohere,2024-11-26,job_postings,33.0,Applied Scientist,London,,Hiring Applied Scientists — signals go-to-market build,0.77,LinkedIn Jobs API,Developer ecosystem growth
HIRING,Cohere,2024-11-26,job_postings,25.0,Infrastructure Eng,Paris,,Hiring Infrastructure Engs — signals enterprise push,0.67,LinkedIn Jobs API,Research capability deepening
HIRING,Cohere,2024-12-26,job_postings,2.0,Research Scientist,Remote,,Hiring Research Scientists — signals product expansion,0.76,LinkedIn Jobs API,Enterprise GTM acceleration
HIRING,Cohere,2024-12-26,job_postings,18.0,Sales Engineer,Remote,,Hiring Sales Engineers — signals infra scaling,0.84,LinkedIn Jobs API,Enterprise GTM acceleration
HIRING,Cohere,2024-12-26,job_postings,21.0,Enterprise AE,Remote,,Hiring Enterprise AEs — signals AI research,0.77,LinkedIn Jobs API,Model capability expansion
HIRING,Cohere,2024-12-26,job_postings,34.0,Product Manager,SF,,Hiring Product Managers — signals go-to-market build,0.93,LinkedIn Jobs API,Research capability deepening
HIRING,Cohere,2024-12-26,job_postings,10.0,DevRel,Remote,,Hiring DevRels — signals infra scaling,0.72,LinkedIn Jobs API,Security/compliance investment
HIRING,Cohere,2024-12-26,job_postings,29.0,Data Engineer,London,,Hiring Data Engineers — signals go-to-market build,0.73,LinkedIn Jobs API,Model capability expansion
HIRING,Cohere,2024-12-26,job_postings,9.0,Infrastructure Eng,Zurich,,Hiring Infrastructure Engs — signals AI research,0.88,LinkedIn Jobs API,Developer ecosystem growth
HIRING,Cohere,2025-01-25,job_postings,39.0,ML Engineer,SF,,Hiring ML Engineers — signals infra scaling,0.66,LinkedIn Jobs API,Enterprise GTM acceleration
HIRING,Cohere,2025-01-25,job_postings,32.0,Research Scientist,Zurich,,Hiring Research Scientists — signals AI research,0.93,LinkedIn Jobs API,Enterprise GTM acceleration
HIRING,Cohere,2025-01-25,job_postings,37.0,Sales Engineer,Zurich,,Hiring Sales Engineers — signals go-to-market build,0.67,LinkedIn Jobs API,Security/compliance investment
HIRING,Cohere,2025-01-25,job_postings,44.0,Product Manager,Paris,,Hiring Product Managers — signals infra scaling,0.67,LinkedIn Jobs API,Model capability expansion
HIRING,Cohere,2025-01-25,job_postings,6.0,Applied Scientist,SF,,Hiring Applied Scientists — signals infra scaling,0.76,LinkedIn Jobs API,Model capability expansion
HIRING,Cohere,2025-01-25,job_postings,26.0,Security Engineer,Remote,,Hiring Security Engineers — signals AI research,0.81,LinkedIn Jobs API,Enterprise GTM acceleration
HIRING,Cohere,2025-01-25,job_postings,14.0,Infrastructure Eng,SF,,Hiring Infrastructure Engs — signals product expansion,0.67,LinkedIn Jobs API,Model capability expansion
HIRING,Cohere,2025-02-24,job_postings,16.0,Sales Engineer,Paris,,Hiring Sales Engineers — signals infra scaling,0.69,LinkedIn Jobs API,Developer ecosystem growth
HIRING,Cohere,2025-02-24,job_postings,23.0,Enterprise AE,London,,Hiring Enterprise AEs — signals product expansion,0.71,LinkedIn Jobs API,Developer ecosystem growth
HIRING,Cohere,2025-02-24,job_postings,19.0,DevRel,NYC,,Hiring DevRels — signals infra scaling,0.83,LinkedIn Jobs API,Research capability deepening
HIRING,Cohere,2025-02-24,job_postings,38.0,Applied Scientist,NYC,,Hiring Applied Scientists — signals product expansion,0.69,LinkedIn Jobs API,Developer ecosystem growth
HIRING,Cohere,2025-02-24,job_postings,28.0,Infrastructure Eng,NYC,,Hiring Infrastructure Engs — signals infra scaling,0.95,LinkedIn Jobs API,Model capability expansion
HIRING,Cohere,2025-03-26,job_postings,44.0,ML Engineer,NYC,,Hiring ML Engineers — signals product expansion,0.77,LinkedIn Jobs API,Geographic expansion
